camp_id,camp_name,camp_lat,camp_lng,camp_radius_km,camp_status,operator_phone,alert_type,alert_risk,disaster_idx,overall_risk,flood_risk,earthquake_risk,landslide_risk,cyclone_risk,current_headcount,camp_capacity,occupancy_pct,hour_of_day,hour_abs,day_of_disaster,time_since_disaster_hrs,phase,phase_hour,arrivals_last_1h,arrivals_last_3h,arrivals_last_6h,departures_last_1h,departures_last_3h,arrival_velocity,net_flow_last_3h,remaining_pool_estimate,road_accessibility,rescue_ops_active,distance_from_epicenter_km,zone_population_density,camp_quality_score,nearby_camps_count,dtype_flood,dtype_earthquake,dtype_landslide,dtype_cyclone,headcount_next_6h
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,443,600,73.8,19,19,0,19,0,19,15,50,165,2,6,-0.5652173421550137,44,2934.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,469.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,461,600,76.8,20,20,0,20,0,20,19,61,142,1,6,-0.2469135497637593,55,2915.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,470.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,466,600,77.7,21,21,0,21,0,21,6,40,115,1,4,-0.46666660444445274,36,2909.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,466.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,467,600,77.8,22,22,0,22,0,22,3,28,78,2,4,-0.4399999120000176,24,2906.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,459.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,467,600,77.8,23,23,0,23,0,23,3,12,73,3,6,-0.8032785568395808,6,2903.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,463.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,469,600,78.2,0,24,1,24,0,24,6,12,52,4,9,-0.6999998250000437,3,2897.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,468.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,469,600,78.2,1,25,1,25,0,25,3,12,40,3,10,-0.5714283673470116,2,2894.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,489.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,470,600,78.3,2,26,1,26,0,26,3,12,24,2,9,0.0,3,2891.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,534.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,466,600,77.7,3,27,1,27,0,27,1,7,19,5,10,-0.4166663194447338,-3,2890.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,584.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,459,600,76.5,4,28,1,28,0,28,1,5,17,8,15,-0.5833328472226273,-10,2889.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,463,600,77.2,5,29,1,29,0,29,6,8,20,2,15,-0.33333305555578707,-7,2883.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,HIGH,0,HIGH,HIGH,LOW,LOW,LOW,468,600,78.0,6,30,1,30,0,30,8,15,22,3,13,1.142855510206414,2,2875.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,HIGH,0,HIGH,HIGH,LOW,LOW,LOW,489,600,81.5,7,31,1,31,0,31,26,40,45,5,10,6.9999860000280005,30,2849.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,HIGH,0,HIGH,HIGH,LOW,LOW,LOW,534,600,89.0,8,32,1,32,0,32,47,81,89,2,10,9.124988593764257,71,2802.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,HIGH,0,HIGH,HIGH,LOW,LOW,LOW,584,600,97.3,9,33,1,33,0,33,55,128,143,5,12,7.5333283111144596,116,2747.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,HIGH,0,HIGH,HIGH,LOW,LOW,LOW,600,600,100.0,10,34,1,34,0,34,48,150,190,1,8,2.749999312500172,142,2699.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,HIGH,0,HIGH,HIGH,LOW,LOW,LOW,600,600,100.0,11,35,1,35,0,35,65,168,249,3,9,1.0740739414723528,159,2634.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,HIGH,0,HIGH,HIGH,LOW,LOW,LOW,600,600,100.0,12,36,1,36,0,36,71,184,312,3,7,0.43749996582031514,177,2563.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,HIGH,0,HIGH,HIGH,LOW,LOW,LOW,600,600,100.0,13,37,1,37,0,37,73,209,359,3,9,0.39333330711111286,200,2490.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,600,600,100.0,14,38,1,38,0,38,13,157,325,1,7,-0.06547618657879842,150,2477.9375579527455,0.25115776597945444,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,600,600,100.0,15,39,1,39,0,39,61,147,331,3,7,-0.20108694559310078,140,2416.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,600,600,100.0,16,40,1,40,0,40,52,126,335,3,7,-0.3971291676014752,119,2364.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,600,600,100.0,17,41,1,41,0,41,62,175,332,2,8,0.1146496742261354,167,2302.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,595.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,600,600,100.0,18,42,1,42,0,42,26,140,287,3,8,-0.04761904437965685,132,2276.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,591.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,600,600,100.0,19,43,1,43,0,43,31,119,245,2,7,-0.05555555114638483,112,2245.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,578.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,600,600,100.0,20,44,1,44,0,44,15,72,247,6,11,-0.5885713949387774,61,2230.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,565.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,600,600,100.0,21,45,1,45,0,45,8,54,194,1,9,-0.6142856704081664,45,2222.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,556.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,600,600,100.0,22,46,1,46,0,46,7,30,149,1,8,-0.747899096815202,22,2215.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,547.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,LOW,0,LOW,LOW,LOW,LOW,LOW,595,600,99.2,23,47,1,47,0,47,4,19,91,9,11,-0.7361110088734709,8,2211.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,540.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,591,600,98.5,0,48,2,48,1,0,5,16,70,9,19,-0.7037035733882271,-3,2206.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,535.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,578,600,96.3,1,49,2,49,1,1,0,9,39,13,31,-0.6999997666667445,-22,2206.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,529.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,565,600,94.2,2,50,2,50,1,2,0,5,24,13,35,-0.7368417174517277,-30,2206.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,529.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,556,600,92.7,3,51,2,51,1,3,1,1,17,10,36,-0.9374994140628662,-35,2205.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,553.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,547,600,91.2,4,52,2,52,1,4,1,2,11,10,33,-0.7777769135812072,-31,2204.9375579527455,0.16717841268623151,0,2.1,80000,0.7,4,1,0,0,0,574.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,540,600,90.0,5,53,2,53,1,5,1,3,8,8,28,-0.39999920000160005,-25,2203.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,535,600,89.2,6,54,2,54,1,6,6,8,9,11,29,6.999930000699993,-21,2197.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,529,600,88.2,7,55,2,55,1,7,6,13,15,12,31,5.499972500137499,-18,2191.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,529,600,88.2,8,56,2,56,1,8,12,24,27,12,35,6.999976666744444,-11,2179.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,553,600,92.2,9,57,2,57,1,9,35,53,61,11,35,5.624992968758789,18,2144.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,574,600,95.7,10,58,2,58,1,10,31,78,91,10,33,4.9999961538491124,45,2113.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,600,600,100.0,11,59,2,59,1,11,39,105,129,12,33,3.374998593750586,72,2074.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,600,600,100.0,12,60,2,60,1,12,29,99,152,13,35,0.8679243645425727,64,2045.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,600.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,600,600,100.0,13,61,2,61,1,13,33,101,179,14,39,0.29487175706772345,62,2012.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,598.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,600,600,100.0,14,62,2,62,1,14,30,92,197,11,38,-0.1238095120181417,54,1982.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,596.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,600,600,100.0,15,63,2,63,1,15,33,96,195,9,34,-0.03030302724211846,62,1949.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,589.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,600,600,100.0,16,64,2,64,1,16,18,81,182,11,31,-0.19801978237427897,50,1931.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,571.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,600,600,100.0,17,65,2,65,1,17,26,77,169,18,38,-0.1630434605387543,39,1905.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,567.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,600,600,100.0,18,66,2,66,1,18,12,56,152,9,38,-0.4166666232638934,18,1893.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,553.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,598,600,99.7,19,67,2,67,1,19,18,56,137,20,47,-0.3086419372046991,9,1875.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,544.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,596,600,99.3,20,68,2,68,1,20,6,36,113,8,37,-0.5324674633159139,-1,1869.9375579527455,1.0,1,2.1,80000,0.7,4,1,0,0,0,531.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,589,600,98.2,21,69,2,69,1,21,4,28,84,11,39,-0.4999999107143016,-11,1865.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,521.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,571,600,95.2,22,70,2,70,1,22,1,11,67,19,38,-0.8035712850765562,-27,1864.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,505.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,567,600,94.5,23,71,2,71,1,23,3,8,44,7,37,-0.777777561728455,-29,1861.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,492.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,553,600,92.2,0,72,3,72,1,24,4,8,36,18,44,-0.7142854591837646,-36,1857.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,485.0
7c745b0b-2511-4eea-b4f4-4ee962f2068e,Dharavi Relief Camp,19.0422,72.8533,3.0,active,+912212345678,FLOOD,MEDIUM,0,MEDIUM,MEDIUM,LOW,LOW,LOW,544,600,90.7,1,73,3,73,1,25,0,7,18,9,34,-0.3636360330581518,-27,1857.9375579527455,1.0,0,2.1,80000,0.7,4,1,0,0,0,485.0
